"ACC_LDA","ACC_LDA_sd","ACC_QDA","ACC_QDA_sd","ACC_EDDA","ACC_EDDA_sd","MSE","CSE_LDA","CSE_QDA","CSE_EDDA"
0.858823529411765,0.0463667937177783,0.88,0.0451041281969083,0.871372549019608,0.048542698089489,0.21496534732419,1.20960190133717,0.390817137963918,0.536001791980719
0.705098039215686,0.121062857340092,0.654509803921569,0.113705480432539,0.651764705882353,0.118878442983711,1.36327157156073,3.38473423790815,4.69112374535493,4.7061727283667
0.71764705882353,0.131861090150586,0.690980392156863,0.098363608980117,0.671372549019608,0.116073239990766,1.30124785517415,3.31648808032903,4.57590673599814,4.60335972218383
0.692941176470588,0.106708351669329,0.655294117647059,0.101235608750081,0.637254901960785,0.100000392313019,1.36722522106754,3.37239719862914,4.65544042493113,4.68657312737442
0.724705882352941,0.105104369915583,0.682745098039216,0.105828243402896,0.671764705882353,0.112799280611078,1.31566013350742,3.33071006950411,4.58941981878985,4.62162113321785
0.612941176470588,0.149423958062258,0.578823529411765,0.109798204847469,0.550196078431373,0.123910247126194,1.58342033377564,3.61679118830347,5.03006846633381,5.04656672096501
0.656470588235294,0.151272953113615,0.583137254901961,0.157203012298157,0.571372549019608,0.152757916492875,1.56083041774797,3.60224412409744,5.05055201437148,5.02295118678164
0.649803921568628,0.123694764107746,0.572941176470588,0.114214977834431,0.565882352941177,0.123122547504091,1.5718386573243,3.59829820018837,4.99875420265323,5.0186829393245
0.723529411764706,0.0650016884362594,0.712156862745098,0.0854630983777026,0.720392156862745,0.062861286980733,1.37055974773864,4.77591858167626,4.72663863037711,4.77582893875403
0.741176470588236,0.0604678799577672,0.714509803921569,0.093673086389568,0.74,0.0622340633674356,1.34419395032227,4.72719517130578,4.67474414675157,4.72713191010606
0.727058823529412,0.0656729842676542,0.716470588235294,0.0958302566057025,0.726274509803922,0.0659257845752634,1.39470063473906,4.81297330764303,4.76483462598455,4.81279322008341
0.728235294117647,0.0662877918928652,0.714901960784314,0.0917306004347754,0.727450980392157,0.0665524054370685,1.38881851224793,4.80244758232387,4.75269553989011,4.80234652196897
0.725490196078432,0.0638753739551338,0.714901960784314,0.0913878156539631,0.725490196078432,0.0641205778277848,1.3762128819394,4.7828247902213,4.7362925503077,4.78241078939415
0.722745098039216,0.065812621493982,0.714901960784314,0.0913878156539631,0.723137254901961,0.0670679727640434,1.37626394229398,4.78034642130063,4.7362925503077,4.77987750233807
